,Time,Area
1832,1832,137
1833,1833,134
1834,1834,139
1835,1835,139
1836,1836,136
1837,1837,138
1838,1838,129
1839,1839,139
1840,1840,136
1841,1841,140
1842,1842,142
1843,1843,139
1844,1844,137
1845,1845,135
1846,1846,140
1847,1847,135
1848,1848,136
1849,1849,138
1850,1850,131
1851,1851,136
1852,1852,134
1853,1853,129
1854,1854,134
1855,1855,132
1856,1856,145
1857,1857,113
1858,1858,170
1859,1859,100
1860,1860,168
1861,1861,92
1862,1862,132
1863,1863,156
1864,1864,159
1865,1865,167
1866,1866,174
1867,1867,113
1868,1868,115
1869,1869,119
1870,1870,117
1871,1871,121
